index,rating,comment
171670,1.0,"Auch wenn ich bis jetzt nur kleine Behandlungen hatte, wie z.B. die regelmäßige Durchsicht und Prohylaxe, aber auch dort fühle ich mich von Dr. Jonathan Rother und den Hälferinnen am Stuhl und an der Anmeldung äußerst kompetent und freundlich behandelt!<br />
Diese Zahnarztprakis kann ich nur empfehlen!"
413917,1.0,"Mein Problem, ein Jahrelang bekannter Innenmeniskus-(Vor-) Schaden wurde durch eine Wanderung im Februar 2020 chronisch schmerzhaft. Durch verschiedene und letztlich glückliche Umstände bin ich als Schwabe an Dr. Klingenberg geraten.<br />
(1) Termin-Absprachen (2 Tage für Voruntersuchungen und Arthroskopie) konnten telefonisch und vor allem Zeitnah getroffen werden.<br />
(2) Der folgende praktische Teil hat mich - ein orthopädisch arbeitender Tierarzt - dann vollends überzeugt. Von der Testung auf multiresistente Keime über die Anästhesie-Führung und die Arthroskopie bis hin zum ersten Gang 3 Stunden nach der OP in die benachbarte Pizzeria zum Mittagessen war alles top.<br />
(3) Das Ergebnis: überhaupt keine Schmerzmittel, Knie trocken, Fäden selbst gezogen und erster längerer Hundespaziergang 1 Woche später. Was willst du mehr??<br />
Mein Dank gilt allen, vor allem aber Dr. Klingenberg. Ich habe humanmedizinisch noch nie einen so kurzen und effizienten ""Workflow"", dazu noch gepaart mit solch einem guten Resultat erlebt."
277030,1.0,"Da es sich um eine Terminpraxis handelt, ist die Wartezeit recht kurz.<br />
Herr Bartel nimmt sich viel Zeit und hinterfragt Beschwerden. Er klärt anschaulich auf und ist sehr kompetent. Ich wurde gründlich untersucht. Weiterhin wurde über alternative Heilmethoden aufgeklärt bzw. Empfehlungen ausgesprochen. <br />
So stellt man sich einen Termin bei einem Facharzt vor."
378557,1.0,war bei einigen ärtzten!!!!!!! er hat mir zugehört und mir geholfen !!!!!  schmutz in der praxis habe ich nie feststellen können !!!!!!!!  ich bin schon über 15 jahre bei ihm und ich werde auch bleiben er hat auch immer ein offenes ohr für private probleme und gute ratschläge !!!!!!
20106,5.0,"Mit diesem Arzt bin ich sehr unzufrieden, nicht wirklich weiter zu empfehlen !!"
250234,1.0,"Top moderne Praxis, Geräte und Einrichtung neu.Dazu trifft manhier auf einen kompetenten Zahnarzt, der sich Zeit für seine Patientien nimmt und jeden Schritt erklärt, was für mich als ängstlicher Patient wichtig ist. Freundliches Personal"
36331,1.0,"Frau Dr. Pust hat es geschafft mich endlich von den Qualen einer chronischen Blasenentzündung zu befreien. <br />
Nach bis zu 6 Blasenentzündungen in einem Jahr war ich endlich ein Jahr beschwerdefrei.<br />
Bei einer erneuten Entzündung konnte mir Frau Dr. Pust erneut umgehend helfen.<br />
Ich finde Ihre Beratung sehr aufklärend und bin der Meinung, dass in meinem Fall die richtigen medizinischen Untersuchungen erfolgten, welche zuvor bisher von meinem Gynäkologen nicht ausgeführt worden sind. Was ich an meinem positiven Ergebnis festmache.<br />
Auf jeden Fall kann ich Frau Dr. Pust mit bestem Gewissen weiterempfehlen."
248095,1.0,"Da ich zu den Angstpatienten gehöre war ich bei Herren Galuschka sehr gut aufgehoben.<br />
Bei einer sehr guten Fachberatung sowie schmerzfreien Behandlung bin ich sehr zufrieden.<br />
<br />
Das ist der beste Zahnarzt den ich bisher habe, auch sein Personal ist sehr freundlich und zuvorkommend.<br />
Ich kann Herren Galuschka bestens weiter empfehlen.<br />
Freue mich schon auf den nächsten Besuch."
28050,1.0,"Dr. Krimnitz ist ein sehr freundlicher, ruhiger und kompetenter Arzt. Er ist wirklich auf mich eingegangen ohne gehetzt zu wirken und hat mir schnell meine Angst genommen."
220477,1.0,"Dr. Balogh hat bei mir eine Oberlidstraffung durchgeführt. Bereits das Beratungsgespräch war sehr positiv - in einer lockeren, freundlichen Atmosphäre. Der Eingriff selbst war ebenso problemlos, während der Operation wurden alle Schritte erklärt, der Heilungsverlauf und das Ergebnis waren absolut verblüffend. Auch die Betreuung, auch durch das Praxisteam war super.<br />
Auf diesem Wege möchte ich mich dafür bedanken."
394667,1.0,"Sehr guter Arzt, endlich einer der erklärt was einem fehlt. Die Aufklärung war auch besten. Ein Urologe den man auf jeden Fall weiter empfehlen kann. Mein Fazit, genial zuverlässiger Arzt."
407231,1.0,"Bereits der telefonische Kontakt war sehr freundlich und zuvorkommend. Die Terminvergabe erfolgte zeitnah und ohne Probleme. Am Behandlungstag keine lange Wartezeit und eine freundliche und engagierte Behandlung durch das gesamte Team. <br />
Herr Dr. Seidl ist bei jedem Besuch sehr freundlich, kompetent und sehr menschlich gewesen.<br />
Es erfolgte jeweils eine genaue Untersuchung und die Ergebnisse wurden in Ruhe und umfassend<br />
besprochen. Besser geht es für mich nicht."
371443,1.0,"Sehr gute Behandlung, sehr gute Ärztin"
402571,1.0,Ich bin sehr zufrieden und fühle mich richtig gut aufgehoben beim Herrn Paal. Er kann immer meine Fragen verständlich beantworten und nimmt sich immer viel Zeit.
22922,1.0,"sehr empfehlenswerter Zahnarzt <br />
sehr nettes Personal <br />
schöne Praxisgestaltung"
135516,1.0,Ich fühle mich in der Praxis und bei ihm sehr gut aufgehoben - und sehr ernst genommen! Kann ich nur weiter empfehlen.
122635,1.0,"Sie ist echt unglaublich. Nimmt sich viel Zeit für Ihre Patienten und versucht mit allen Mitteln zu helfen. Selbst in ihrer Freizeit bleibt ihre sorge bei den Patienten und hat mich deswegen oft nach Feierabend oder im Urlaub mich angerufen um mir die Ergebnisse meiner Werte mitzuteilen. Echt klasse! <br />
Auch die Mitarbeiter sind alle sehr freundlich und zuvorkommend. Kann ich nur empfehlen"
431648,2.0,"Konzept der Praxis sehr gut: ohne Terminvereinbarung kann man jederzeit vorbeischauen und die Praxis kriegt das dennoch unter einen Hut, selbst in Corona-Zeiten! Top!<br />
Wartezeiten in der Praxis nicht einmal 5 Minuten! Top!<br />
Die Freundlichkeit der mich behandelten Ärzte: Top!<br />
Eigeninitiative der Ärzte: Top!<br />
Die eigentliche Untersuchung (Dr. Jost & Raulin) & chirurgische Biopsie (Dr. Conrad): Top!<br />
<br />
Was ich allerdings etwas bemängeln muss, ist das Patientenmanagement der Praxis: vereinbart war, dass man mich telefonisch informieren würde, sobald vom Labor ein Ergebnis eingegangen wäre. Nach 4 Wochen kam irgendwann die Rechnung des Labors per Post und ich hatte immer noch nichts bezüglich Ergebnis gehört. Ich rief in der Praxis an, dort sagte man mir, es sei noch nichts eingegangen. Ich rief daraufhin das Labor an, dort sagte man mir, man schicke Rechnungen prinzipiell erst raus, nachdem das Ergebnis übermittelt wurde; das Ergebnis sei vor 3 Wochen bereits via Fax an die Praxis gegangen. Tage später erst kam dann auch der Anruf der Praxis bezüglich Ergebnis.<br />
<br />
Leider das selbe Spiel auch bei der zweiten Labordiagnostik: erneute Rechnung des Labors erhalten, Praxis meinte erneut, es sei noch nichts eingegangen. Direkt danach das Labor kontaktiert, das Ergebnis sei schon vor Wochen raus gegangen. Danach direkt nochmal die Praxis angerufen und ihnen dies mitgeteilt - man würde sich im Lauf des Tages kümmern. Heute (4 Tage später) erneut angerufen und ihnen mitgeteilt, dass das Ergebnis des Labors schon längst in der Praxis sein müsste laut Labor. Man würde mich in 20 Minuten zurückrufen, mittlerweile sind 3h vergangen.<br />
<br />
Natürlich verstehe ich es voll, wenn der Ablauf (inbesondere in Corona-Zeiten) chaotischer ist als üblich, aber da man als Patient natürlich auch auf glühenden Kohlen vor Sorge bezüglich des Ergebnisses sitzt, ist so ein Ablauf wie hier beschrieben leider nicht optimal, zumal das Laborergebnis ja anscheinend bereits seit Wochen eingegangen war, laut Labor..."
226408,1.0,"Ich bin sehr zufrieden mit der Behandlung. Was bei vorherigen Ärzten versäumt wurde, hat man hier schnell erkannt und umgehend behandelt. Das Team ist sehr kompetent und freundlich."
34781,1.0,"Gute Aufklärung der Therapiemöglichkeiten. Nimmt sich sehr viel Zeit. Angenehme Atmosphäre, komme gerne wieder."
115257,1.0,"Frau Dr. Sellgrad nimmt sich Zeit, geht Beschwerden auf den Grund und lässt sie, falls nötig, von Spezialisten diagnostisch abklären. Die Aufklärung über Therapiemöglichkeiten ist ausführlich und auf aktuellem Stand. Die Arzthelferinnen sind freundlich und hilfsbereit, die Terminverwaltung funktioniert recht gut (verbesserungsfähig)."
311077,2.0,Ist für seine Patienten da...
140132,1.0,"Dr. Wallisch ist sehr einfühlsam, freundlich und kompetent. Habe schon einige Darmspiegelungen hinter mir, aber so wohl und gut betreut habe ich mich vorher nie gefühlt. Auch die Assistentinen, die sich um Vor- und Nachsorge kümmern, sind äußerst freundlich und zuvorkommend. Man fühlt sich bei Dr Wallisch und seinem Team sehr gut aufgehoben. <br />
Kann ich nur empfehlen!"
75373,3.0,"Hat sich leider innerhalb 2 Jahren 2 Mal zu großen Problemen nicht geäußert, so dass es kurze nach einer Behandlung Zeit im Urlaub zu erheblichen Schmerzen und ausländischen Arztbesuchen gekommen ist und der dann vor Ort behandelnde Arzt eher der Meinung war, dass man seit 10 Jahren keinen Zahnarzt mehr gesehen hat. Schade! Jetzt haben wir alle einen anderen Zahnarzt ..."
119187,1.0,"Seit 10 Jahren bin ich mit der sehr kompetenten Betreuung durch Frau Dr. Rockel und ihr Team sehr zufrieden. Ich wurde fachlich und menschlich hervorragend durch zwei Schwangerschaften begleitet, umfassend beraten und immer sehr freundlich empfangen. Die Praxis ist sehr gut organisiert. Auch für meinen kleine Sohn gibt es in der Spielecke immer etwas neues zu entdecken. Ich kann Frau Dr. Rockel und ihr Team aus vollem Herzen empfehlen und besuche die Praxis auch wenn ich einen längeren Fahrtweg habe, da ich nicht in Berlin wohne. Vielen Dank!"
310823,1.0,Fühl mich einfach Wohl dort!
107977,1.0,Ein sehr guter und freundlicher Zahnarzt mit einem tollen Praxisteam.
372322,1.0,"Wurde von mehreren Ärzten sachlich und fachlich unterstützt bei der Vorbereitung auf die OP. Danke. Herr Dr. med. Vanselow kümmerte sich um all seine Patienten und kam jeden Tag nach der OP vorbei, um zu sehen, wie es uns ging. Zu diesem Arzt kann man Vertrauen aufbauen und wird auch nicht enttäuscht. Ich hatte das Gefühl, dass Herr Dr.  Med. Vanselow seinen Beruf mit Hingabe und Leidenschaft ausführt. Das hat mich sehr erfreut ! Fachliche Kompetenz sehr gut !"
92782,2.0,"Ich bin schon seit über einem Jahr Patientin bei Frau Doktor Schuster. Zwischenzeitlich habe ich allerdings darüber nachgedacht meine Hausärztin zu wechseln. Da ich Pendlerin bin und die Praxis auch samstags geöffnet hat, habe ich mich letztendlich doch dagegen entschieden. Die Sprechstundenhilfe ist unwahrscheinlich nett und hat immer einen flotten Spruch auf den Lippen. Man wird wirklich herzlich empfangen. Die Wartezeiten sind je nach Tag und Andrang unterschiedlich. Meistens komme ich spätestens nach 1 Stunde Wartezeit an die Reihe. Ich finde das in Ordnung und die letzten beide Male als ich da war musste ich nicht mal eine halbe Stunde warten. Einen Termin habe ich mir bis jetzt noch nicht geholt. Frau Doktor Schuster ist zu mir stets höflich und aufgeschlossen. Ich habe allerdings schwerwiegende gesundheitliche Probleme und manchmal das Gefühl, dass das Interesse dafür nicht wirklich da ist. Viel lieber hält sie mit mir Smalltalk. aufgrund von Schlafproblemen benötige ich Tabletten, die verschreibungspflichtig sind. Mit einem Befund  eines Schlaflabors bin ich in ihrer Praxis gegangen. Trotz allem möchte sie mir nach wie vor die Tabletten nicht verschreiben. Erst wenn ich einen Befund von der Charité vorliegen sollte, würde sie sich dazu bereit erklären. Mag sein dass die Charité einen sehr guten Ruf hat, aber in den Befund den ich ihr bereits vorgelegt habe steht schon das Medikament als Empfehlung drin. ich muss dazu sagen, dass sie als Hausärztin durch aus die Berechtigung hat diese Tabletten zu verschreiben. Außerdem habe ich mit einem Schlafmediziner aus der Charité gesprochen diese Tabletten haben keinerlei schlimme Nebenwirkungen oder machen gar abhängig. Nur für den Fall dass Leser alte sich nur aus Vorsicht so. Sicherlich möchte ich auch kein Arzt haben, der mir wegen jeder Kleinigkeit irgendwelche Hammer verschreibt, aber in meinem Fall verhält es sich anders. Nachdem sie sich meinen Befund aus dem Labor durchgelesen hatte, erwähnte sie lediglich, dass irgendetwas positives über mein Erscheinungsbild drin stehen würde. In dem Moment habe ich mich d"
352066,1.0,"Bei ihr fühlt man sich als Frau wohl. Sie ist ruhig und sehr nett, fachlich absolut spitze! Wartezeiten sind manchmal etwas lang. Aber auf sie warte ich gerne."
97019,1.0,"Mit der Behandlung, der Aufklärung zum Krankheitsbild und der verordneten Medikamente war ich voll zufrieden. Einfach super!!"
244039,1.0,"Vor 10 Jahren begab ich mich mit Kniebeschwerden in die Klinik am Ring und in die Behandlung von Dr. Lages. Die Diagnose nach dem MRT war niederschmetternd - das in 2002 in einer anderen Klinik operierte / genähte Kreuzband war nur noch ein Narbenklumpen, Menisken angerissen und ein Knorpelschaden 3. Grades. Das erste Gespräch mit Dr. Lages hat mich wieder aufgebaut: er ist auf die einzelnen Schäden eingegangen und hat avisiert, dass wirkliche Ausmaß im Zuge der Arthroskopie festzustellen und zu behandeln. Ebenso haben wir uns sehr ausführlich über die OP und die anschließende Behandlung unterhalten. Die ausführliche Erörterung mit Dr. Lages hat bereits enorm geholfen. Auch hat er absolute Sicherheit aufgrund seiner zahlreichen Knie-OP's vermittelt. Die OP sowie anschließende Behandlung verlief absolut problemlos und wie vorhergesagt.<br />
Nach nunmehr 10 Jahren, mehreren Marathons und Halbmarathons sowie der Ausübung diverser anderer Sportarten bin ich sehr froh, die Behandlung in die Hände von Dr. Lages gelegt zu haben. Das Knie funktioniert einwandfrei und ist völlig ohne Beschwerden, wofür ich sehr dankbar bin. Ich kann Dr. Lages nur empfehlen und werde mich bei ggf. auftretenden Kniebschwerden auf jeden Fall wieder an diesen großartigen Arzt wenden."
307282,1.0,"Auf Empfehlung eines Freundes, der als Tennisspieler, Leichtathlet und Motocrossfahrer ebenfalls in der Praxis ein- und ausgeht, mit der Praxis vor über 7 Jahren in Kontakt gekommen und kann die Empfehlung nur wärmstens weiter aussprechen! <br />
<br />
Meine Hauptproblemfelder sind: Knie, BWS/stressbedingte Verspannungen, Tennisellenbogen, Fersensporn. <br />
In meinem Fall wurde das Knie nicht unnötigerweise operiert und nach einer erforderlichen Arthroskopie bin ich in der Lage, jedweden Freizeitsport zu unternehmen! <br />
Großes Manko in der Praxis, die sich auf zwei große nebeneinanderliegende Praxen mit mehreren Behandlungsräumen erstreckt: gelegentlich (zu) lange Wartezeiten trotz Termin. Die Damen am Empfang sind freundlich, manchmal sehr bestimmt und auch hier hilft selbstbewusstes, freundliches Auftreten!<br />
Die von einem anderen Patienten abgegebene Bewertung, dass sich Dr. Zirngibl keine Zeit für den Patienten nimmt, ist nur teilweise richtig. Ich persönlich fordere die für mich notwendige Aufklärung ein, auch wenn er schon wieder halb im Gehen zu sein scheint und bin diesbezüglich von Dr. Zirngibl auch nie vertröstet oder abgespeist worden, sondern habe IMMER Antworten auf meine Fragen erhalten. Ich schätze an ihm die unverblümte, direkte Art, mit der er mir seine Einschätzung der medizinischen Dinge darlegt. Hier wird nicht um den heißen Brei herumgeredet und ich kann auch nach Aufzeigen der möglichen Optionen frei und selbst entscheiden, ob ich eine Behandlung z.B. in Form von Spritzen oder doch lieber Tabletten möchte. <br />
Sehr gute persönliche Erfahrungen habe ich mit der Magnetfeldtherapie gemacht, die bei mir in allen 3 Fällen (2x Knie, 1x Bone Bruise/Mikrofrakturen im Mittelfuß nach Motorradunfall) sehr gut angeschlagen hat. Von unschätzbarem Wert ist die im Haus befindliche MRT sowie die Möglichkeit, zu röntgen! Das spart Zeit und unnötige Laufwege!<br />
<br />
(PS. Entertainment im Wartezimmer brauche ich als Patient nicht!)"
228827,1.0,"Ich bin schon viele Jahre in der Praxis Patient und fühle mich richtig gut aufgehoben. Es wurde mir immer gut weitergeholfen. Das Praxisklima ist super, man wird immer freundlich begrüßt und auch für ein Gespräch zwischendurch wird sich Zeit genommen. Fachlich bin ich vollkommen zufrieden und begebe mich gerne in die Hände der Praxis."
262554,1.0,Und ein sehr freundliches Team!
193012,1.0,"Ich bin seit über 10 Jahren bei Dr. Fünfstück und musste schon viele unangenehme Dinge mit ihr meistern. Egal ob Pille danach, Schwangerschaftsabbruch, Tumor in der Brust (gott sei Dank nicht bösartig), sie blieb immer freundlich, professionell, hilfsbereit. Als sie den Tumor entdeckte, griff sie sofort zum Hörer und machte selbst den Termin für die Biopsie aus. <br />
Inzwischen habe ich die zweite Schwangerschaft von ihr betreuen lassen, auch hier war sie immer freundlich, sachlich und gab auf Nachfragen geduldig Erklärungen. Ich habe sie wirklich noch nie genervt, ausfällig oder unwirsch erlebt! Dafür bewundere ich sie sehr. Und ja, es stimmt, das Praxispersonal ist im Gegensatz dazu nicht immer gleichbleibend freundlich, aber im Großen und Ganzen ok."
302519,1.0,"Richtig nette Ärztin, nettes Ärzteteam und auch sehr gute Behandlung. Meine neue Hausärztin :)"
55028,6.0,"Beim Besuch des  ""Dr. Felix Ulreich"" hatte ich kein gutes Erlebnis -<br />
das ist wirklich schade!"
310334,1.0,"Seitdem Frau Ruiz Heitmann die Praxis übernommen hat, bin ich bei ihr Patient und ich muss sagen, dass ich wirklich sehr zufrieden bin. Aufgrund verschiender Umzüge hatte ich bereits sehr viele verschiedene Ärzte und nirgends habe ich mich so gut betreut gefühlt. Frau Ruiz Heitmann geht sehr liebevoll mit ihren Patienten um und nimmt sich für alle Fragen entsprechend die Zeit. Derzeit bin ich sehr regelmäßig bei der Ärztin, da ich im 9. Monat schwanger bin und ich gehe immer wieder gerne in die Praxis."
145571,1.0,Man wird freundlich behandelt und Dr. Bias ist sehr kompetent.
307502,1.0,"Als mein Lebensgefährte totkrank von keinem Kölner Arzt angenommen wurde mit der Begründung, wir sind schon voll... rief ich verzweifelt Dr. Uhlenbruck an, und er kam ohne uns zu kennen zu uns nach Hause, nahm sich Zeit und wurde unser Hausarzt. Von da an war er zu jeder Zeit für meinen totkranken Partner aber auch für mich da und wir haben das gesamte Spektrum aller Diagnostiken, Therapien und Angebote in Anspruch nehmen dürfen bzw. müssen. Zu jeder Zeit ein freundliches Wort. Auch als mein sehr schwieriger Partner verstorben war, blieb ich bis zu meinem Weggang aus Köln Patientin und konnte mich niemals beschweren. Kurze Wartezeit, nettes Team, aufbauende Worte, viel Zeit, Eingehen auf meine manchmal unkonventionellen Wünsche und Nöte, es gibt nichts zu beanstanden. Mein Vorbewerter der schrieb, Dr. Uhlenbruck war nur am Anfang nett, kann ich nicht bestätigen. Wir waren sicherlich sehr schwierige Patienten und Angehörige und trotzdem war alles super toll."
414170,1.0,"Sehr freundlich und zuvorkommend! Erklärt ausführlich den weiteren Verlauf der Behandlung. Seit ich bei Dr. Anwar bin, habe ich meine Neurodermitis im Griff! Danke dafür!"
115119,1.0,"Nach einer Wurzelbehandlung am Schneidezahn wurde mein Zahn dunkel, doch dieses Problem löste Dr. Moers und sein Team im Handumdrehen genauso wie die Verfärbungen an anderen Zähnen. <br />
Ein neues Lächeln entstand :).<br />
Auch die Zähne die eine Krohne brauchten sind wieder voll einsetzbar! Die Behandlung verlief Beschwerdefrei und unkompliziert.<br />
Vielen Danke an Herrn Dr. Moers und seinem Team<br />
"
376834,1.0,"Sehr guter und kompetenter Arzt, nettes Team"
395690,1.0,Ich bin seit Jahren Patient bei Dr. Ritscher und möchte ihm hiermit auch meinen Dank ausdrücken. Er kümmert sich immer professionell und freundlich um unsere ganze Familie. Egal ob es die Ohrenschmerzen der Kinder sind oder die Beschwerden von meiner Frau und mir. Leider musste meine geplante Operation im März wegen Corona verschoben werden. Inzwischen bin ich operiert worden und meine Nase ist abgeheilt. Danke für alles.
172321,1.0,"Ich kann diese Praxis nur weiterempfehlen. Allein beim Empfang wird man schon mit einem freundlichen Lächeln und einer tollen Ausstrahlung begrüsst und empfangen. Der Arzt ist auch sehr nett und kompetent. Eine tolle Praxis. Da sieht man, dass die Spass an dem haben, was sie machen und ich hab mich sehr wohl gefühlt. Weiter so."
364832,1.0,"Supper artzt kann ich nur weiterempfehlen , er ist sehr freundlich und erklärt einem alles gut"
316196,6.0,"Ich, Kassenpatient, hatte akute Augenbeschwerden und bin nach vorheriger telefonischer Anfrage zum Arzt gekommen; Wartezeit etwas über 2 Stunden; im Behandlungszimmer 3,5 Minuten bei offener Tür; keine Aufklärung, kein Gespräch; unfreundliche Zurechtweisung der Ärztin ""ich solle mich nicht so anstellen""; sollte nach der Ausstellung des Rezeptes - und der nächste Patient war schon im Behandlungszimmer - in einer Woche, ebenfalls ohne terminliche Abstimmung, wiederkommen; werde dort nicht noch einmal hingehen! Habe nach diesen wenigen Minuten noch ganze 3 Tage starke Kopfschmerzen sowie Schmerzen der Nasennebenhöhle und Augenhöhle gehabt."
281654,1.0,"Bei beiden OPs sehr gute Erfahrungen mit Dr. Bachmeier und seinem Team. Der Dr. nimmt sich immer<br />
genügend Zeit für einen, <br />
1 Jahr nach der Knie-OP kann ich wieder voll meinen Sport betreiben (Tennis, Fitness, Radfahren)"
279280,1.0,"Kaum Wartezeit und optimale Beratung. Ich bin sehr froh, dass ich über sie eine für mich passende te Verhütungsmethode mit der Mirena-Spirale gefunden habe. Der Einsatz ist zwar etwas unangenehm, dafür hat man 5 Jahre Ruhe uns sie ist gut verträglich."
141830,2.0,"Ich muss sagen, es gibt wenig Arztpraxen die so toll sind wie diese, ich war kurzfristig mit meinem 2 Jährigen Sohn Louis in der Praxis und wurde gleich aufgenommen ohne großes Problem, unser Kinderarzt hatte uns zuvor abgewiesen weil es zu ""voll"" war.<br />
Die Arzthelferinnen waren sehr nett und entgegenkommend aber das Highlight war das Wartezimmer für Kinder.<br />
Louis wollte nach der Behandlung weiter spielen und wollte nicht mehr raus.<br />
Danke das wir so nett behandelt wurden!<br />
Ich komme sehr gerne wieder."
99162,1.0,"Ich bin seit vielen Jahren in der Praxis Patientin und fühle mich fachlich immer kompetent betreut. Aufgrund der extrem vielen Patienten gibt es leider wirklich nur schwer Termine und die Wartezeiten sind fast immer lang. Dafür kann aber wohl kaum das Team etwas. Ganz im Gegenteil, ich sehe sowohl Ärztin als auch Schwestern im Dauerstress, die auch immer in ihre Pausenzeiten hineinarbeiten, wenn noch Patienten da sind. Dabei sind sie niemals unfreundlich, wie es hier einige beschreiben. Das ganze Team ist aber direkt und lässt sich nicht die Butter vom Brot nehmen, wenn wie so oft ein PATIENT ausfallend wird. Würde ich mir auch nicht bieten lassen! Im Endeffekt zählt der Behandlungserfolg, nicht das ""Geschleime"". Die Ärztin verlangt von ihren Patienten eine gewisse Mündigkeit und scheut sich auch nicht, einem Raucher mit Asthma entsprechend zu begegnen. Finde ich super, denn sie hat Recht damit. Mir selbst hat sie auch schon den Kopf zurecht gerückt, weil ich eigenständig mein Asthmaspray abgesetzt hatte. Das tat sie ""realitätsbezogen"" aber weder anmaßend noch unfreundlich. Wer Samthandschuhe braucht, ist in dieser Praxis sicherlich nicht richtig. Wer ein kompetentes Team sucht, dass fleißig, ehrlich und soweit ich das beurteilen kann auch gut aus- und fortgebildet ist, ist hier genau richtig."
297313,1.0,"Durch einen Unfall erlitt ich eine Luxation im PIP-Gelenk des Mittelfingers, nach erfolgloser konservativer Behandlung durch einen anderen Handchirurgen in einem namhaften Krankenhaus blieb der Finger verkrümmt und mit erheblicher Funktionseinschränkung. Daraufhin stellte ich mich bei Dr. Pessenlehner vor, er klärte mich ausführlich über die Risiken sowie die Prognose einer OP auf. Das Ergebnis ist hervorragend geworden und ich möchte mich ganz herzlich bedanken auch bei dem gesamten Team."
400384,1.0,"Prof Diehl erklärte die Situation laienverständlich und ging auf Nachfragen detailliert ein.<br />
Die Gespräche verliefen bodenständig. Es gab durchweg nur kurze Wartezeiten.<br />
Sein Team war immer hilfsbereit, selbst bei Problemen außerhalb der Termine!<br />
<br />
8 Wochen nach der Meniskus-OP: Das Knie ist nahezu voll belastbar, ohne Schmerzen.<br />
                                                       Ich kann es wieder beugen, schmerzfrei Treppen steigen und <br />
                                                       Rad fahren.<br />
                                                       Die Schnittstellen sind nahezu unsichtbar.<br />
 <br />
Ich bin dem Professor Diehl und den mich betreuenden Mitarbeitern sehr dankbar und<br />
kann nur mit einem zufriedenen Lächeln über die Behandlungen berichten."
400035,1.0,"Hatte gestern meine Vasektomie.....und muß sagen, ich bin rundherum Äußerst zufrieden.<br />
Vom Ablauf des Vorgespräches über die individuelle Betreuung bis hin zur Op und danach gab es in keiner Weise bedenken.<br />
Letztendlich muß man sich als Patient wohlfühlen, das Verhältnis zum Arzt muß stimmen und die gesamte Atmosphäre war stimmig.<br />
Ich kann Herrn Dr. Fritzsche und die Praxis nur weiterempfehlen. Ein tolle Team !!<br />
Vielen DAnk noch einmal auf diesem Wege."
369131,1.0,"ich habe eine lange vorgeschichte und wurde bereits mehr als 10x wegen meiner endometriose operiert. im februar hatte ich erfahren dass zu dem thema einen vortrag von dr. ferrara angeboten wurde. ich fuhr hin und hörte mir das an. schon bei dem vortrag war mir klar, dass ich einen beratungstermin ausmachen werde, die ansichten von dr.ferrara deckten sich absolut mit meinen. beim termin bestätigte sich alles. dr. ferrara ist ein sehr kompetenter arzt, der sich zeit nimmt, die probleme ernst nimmt und absolut weiss was er macht. dr.ferrara versucht immer einen weg zu finden, um seinen patientinnen zu helfen. ich wurde dann vor 3 wochen von ihm operiert. noch nie habe ich nach einer op (obwohl es eine ziemlich weitreichende sanierung inkl. gebärmutterentfernung war) so gut gefühlt. die narkose habe ich gut vertragen, kaum wundschmerzen, sehr gute schmerzeinstellung und das klinikpersonal super nett und freundlich. ich werde, falls es wieder zu einer op kommen sollte, auf jeden fall wieder zu dr.ferrara gehen. vielen dank dr.ferrara , dass es solche menschen/Ärzte gibt, die sich für ihre patientinnen einsetzen."
378814,1.0,"habe schnell einen Termin bekommen, ohne Wartezeit in der Praxis. <br />
<br />
Gute Behandlung"
61113,1.0,Ich habe mich sehr aufgehoben und verstanden gefühlt. Frau Dr. Wißmüller hat mich sehr umfangreich aufgeklärt und beraten. Zudem hat Sie sich viel Zeit für mich genommen - ich komme gerne wieder.
174039,1.0,"Dass ich heute nur schwer lächeln kann liegt noch an der Betäubung. Heute wurden drei Weisheitszähne raus geholt. Schmerzen.. Null. Angst, vorhanden aber nur bei mir und nach fünf Minuten weg. Dreißig Minuten halte ich für rekordverdächtig...<br />
Klingt komisch aber selbst während des Eingriffs haben wir uns gut unterhalten. Besser geht es glaube ich wirklich nicht mehr, ich habe jedenfalls keinen Grund danach zu suchen. Alle horrorberichte was das Thema angeht kann ich von der Hand weisen."
16210,1.0,"Leider ist es so, dass man immer sehr lange Wartezeit für einen Termin akzeptieren muss. Aber wenn man mal ""dran"" ist, dann merkt man schnell, dass sich die lange Wartezeit doch gelohnt hat.<br />
Sehr angenehmer Arzt, der sich Zeit nimmt und zuhört."
92495,1.0,"Herr Dr. Schmidt ist ein sehr kompetenter, freundlicher Kinderarzt der sich viel Zeit nimmt und auch mögliche Krankheiten bei einem Kinderfacharzt überprüfen lässt. <br />
Es ist freundlich, vermittelt Ruhe und nimmt sich auch entsprechend viel Zeit für die ganze Familie."
374993,1.0,"Mein Sohn 11 Wochen wurde von Geburt an wegen Koliken behandelt, jedoch statt Besserung wurde seine Schreierei immer schlimmer. Durch eine Bekannte meiner Schwester wurde ich darauf aufmerksam, dass Blockaden schuld sein könnten. Nach Internetrecherchen bin ich auf Ramin Tat gekommen, der sich auch auf Säuglinge spezialisiert hat.Innerhalb von 2 Tagen Termin bekommen, HWS und BWS blockiert und schon nach der ersten Behandlung habe ich mein Kind nicht mehr wieder erkannt. Ich bin begeistert"
400819,1.0,"Man fühlt sich sofort kompetent untersucht und beraten. Nimmt sich Zeit, erklärt was er tut und warum."
