text_original,text_cleaned,text_final,text_no_stopwords,target_language,language_original,rating_normalized
"- Fürsorge und Professionalität stehen an erster Stelle<br />
- alles was Zahnarztbesuche unangenehm machte und macht wird man hier nicht finden",- Fürsorge und Professionalität stehen an erster Stellebr  - alles was Zahnarztbesuche unangenehm machte und macht wird man hier nicht finden,- Fürsorge und Professionalität stehen an erster Stellebr  - alles was Zahnarztbesuche unangenehm machte und macht wird man hier nicht finden,fürsorge professionalität stehen erster stellebr zahnarztbesuche unangenehm machte macht finden,de,de,0.8333333333333333
"Dickes Dankeschön! Obwohl ich so kurzfristig einen Termin brauchte wegen starker Zahnschmerzen konnte ich noch am gleichen Tag kommen. <br />
Da wo sich kein Notdienst am Wochenende rantraute, hat die Zahnärztin sofort und selbstsicher gehandelt.  Ihr Fachwissen hat mich überzeugt.  Die Betreuung war liebevoll bei und auch nach der Behandlung.<br />
Ich wurde anhand des Röntgenbildes über alles sehr gut aufgeklärt.<br />
Kann diese Praxis ruhigen Gewissens weiter empfehlen!<br />
Liebe Grüsse an das Team!","Dickes Dankeschön! Obwohl ich so kurzfristig einen Termin brauchte wegen starker Zahnschmerzen konnte ich noch am gleichen Tag kommen. br  Da wo sich kein Notdienst am Wochenende rantraute, hat die Zahnärztin sofort und selbstsicher gehandelt. Ihr Fachwissen hat mich überzeugt. Die Betreuung war liebevoll bei und auch nach der Behandlung.br  Ich wurde anhand des Röntgenbildes über alles sehr gut aufgeklärt.br  Kann diese Praxis ruhigen Gewissens weiter empfehlen!br  Liebe Grüsse an das Team!","Dickes Dankeschön! Obwohl ich so kurzfristig einen Termin brauchte wegen starker Zahnschmerzen konnte ich noch am gleichen Tag kommen. br  Da wo sich kein Notdienst am Wochenende rantraute, hat die Zahnärztin sofort und selbstsicher gehandelt. Ihr Fachwissen hat mich überzeugt. Die Betreuung war liebevoll bei und auch nach der Behandlung.br  Ich wurde anhand des Röntgenbildes über alles sehr gut aufgeklärt.br  Kann diese Praxis ruhigen Gewissens weiter empfehlen!br  Liebe Grüsse an das Team!",dickes dankeschön obwohl kurzfristig brauchte wegen starker zahnschmerzen konnte gleichen tag kommen notdienst wochenende rantraute zahnärztin sofort selbstsicher gehandelt fachwissen überzeugt betreuung liebevoll behandlung.br wurde anhand röntgenbildes gut aufgeklärt.br ruhigen gewissens empfehlen liebe grüsse team,de,de,0.8333333333333333
"Sehr zu empfehlen, kompetent und freundlich - hochmoderne Praxis","Sehr zu empfehlen, kompetent und freundlich - hochmoderne Praxis","Sehr zu empfehlen, kompetent und freundlich - hochmoderne Praxis",empfehlen kompetent freundlich hochmoderne,de,de,0.8333333333333333
"Scheint überlastet. Dem Personal gegenüber nicht gerade freundlich. Muss ich als Patient nicht bekommen. Zu viele Ärzte in der Praxis. War früher, als nur sie da war, angenehmer.","Scheint überlastet. Dem Personal gegenüber nicht gerade freundlich. Muss ich als Patient nicht bekommen. Zu viele Ärzte in der Praxis. War früher, als nur sie da war, angenehmer.","Scheint überlastet. Dem Personal gegenüber nicht gerade freundlich. Muss ich als Patient nicht bekommen. Zu viele Ärzte in der Praxis. War früher, als nur sie da war, angenehmer.",scheint überlastet personal gegenüber gerade freundlich bekommen viele ärzte früher angenehmer,de,de,3.333333333333333
Herr Dr. Rauer macht eine hervorragende Arbeit. Auch bei schwierigen Fällen kann man ohne Ängste hingehen. Noch nie haben wir Schmerzen aushalten müssen!,Herr Dr. Rauer macht eine hervorragende Arbeit. Auch bei schwierigen Fällen kann man ohne Ängste hingehen. Noch nie haben wir Schmerzen aushalten müssen!,Herr Dr. Rauer macht eine hervorragende Arbeit. Auch bei schwierigen Fällen kann man ohne Ängste hingehen. Noch nie haben wir Schmerzen aushalten müssen!,dr. rauer macht hervorragende arbeit schwierigen fällen ängste hingehen nie schmerzen aushalten müssen,de,de,0.8333333333333333
"Das Wartezimmer ist immer voll, aber dennoch kommen wir mit beiden Kindern innerhalb maximal 1h Wartezeit zur Ortoptistin rein. Dort werden Sehtest durchgeführt und Augendruck gemessen, da familiär bedingt Grüner Star gehäuft auftritt. Schon ab dem En,mpfangsbereich wird uns grundsätzlich freundlich gegenübergetreten. Die Ortoptistin, deren Namen ich mir übrigens einfach nicht merken kann ;) , ist super lieb zu den Kids und führt ihre Untersuchung rasch durch, ohne inkompetenz auszustrahlen. Fr Dr Hommerich selbst ist immer nur kurz zum Schluss dabei, aufgrund ihrer Erfahrung, so schätze ich, sind Ihre Untersuchungen ebenfalls kurz und schmerzlos. Auf Fragen bekommen wir immer eine Antwort, es wird sich (bei dem Betrieb in der Praxis verheältnismäßig viel) Zeit genommen. Wir fühlen uns wohl und können diese Praxis weiterempfehlen. Übrigens reisen wir ca 1 1/2 h an, das ist es uns wert.<br />
<br />
Die Praxis wurde uns vom Glaukom Spezialisten empfohlen, um unseren Sohn zur Glaukomkontrolle zu schicken. In unserer Familie ist das leider erblich bedingt und für's Kind gibt's einfach nur das beste. Da wird dann ein 1 1/2 stündiger Weg nach Berlin West auf Sich genommen. Die Anbindung der Praxis an die öffentlichen Verkehrsmittel ist hervorragend, die Praxis ist angenehm kühl/warm und die Organisation sehr gut durchdacht. Ich verbrachte lediglich 10 Minuten im kindgerechten Wartezimmer. Nicht nur die Ärztin(nen) waren total kompetent, sehr einfühlsam mit dem Kind und haben alles erklärt, auch die Schwestern waren zuvorkommend, freundlich. Fr Dr Hommerich selbst hat lediglich nachkontrolliert und einen neuen Termin zur Kontrolle mit weiteren Tests in einem halben jahr angeordnet. Sie war freundlich, aber im Stress, die Praxis war schließlich voll. Der Gesamteindruck war seeeeehr positiv und ich habe mich in guten Händen gefühlt!","Das Wartezimmer ist immer voll, aber dennoch kommen wir mit beiden Kindern innerhalb maximal 1h Wartezeit zur Ortoptistin rein. Dort werden Sehtest durchgeführt und Augendruck gemessen, da familiär bedingt Grüner Star gehäuft auftritt. Schon ab dem En,mpfangsbereich wird uns grundsätzlich freundlich gegenübergetreten. Die Ortoptistin, deren Namen ich mir übrigens einfach nicht merken kann ; , ist super lieb zu den Kids und führt ihre Untersuchung rasch durch, ohne inkompetenz auszustrahlen. Fr Dr Hommerich selbst ist immer nur kurz zum Schluss dabei, aufgrund ihrer Erfahrung, so schätze ich, sind Ihre Untersuchungen ebenfalls kurz und schmerzlos. Auf Fragen bekommen wir immer eine Antwort, es wird sich bei dem Betrieb in der Praxis verheältnismäßig viel Zeit genommen. Wir fühlen uns wohl und können diese Praxis weiterempfehlen. Übrigens reisen wir ca 1 12 h an, das ist es uns wert.br  br  Die Praxis wurde uns vom Glaukom Spezialisten empfohlen, um unseren Sohn zur Glaukomkontrolle zu schicken. In unserer Familie ist das leider erblich bedingt und fürs Kind gibts einfach nur das beste. Da wird dann ein 1 12 stündiger Weg nach Berlin West auf Sich genommen. Die Anbindung der Praxis an die öffentlichen Verkehrsmittel ist hervorragend, die Praxis ist angenehm kühlwarm und die Organisation sehr gut durchdacht. Ich verbrachte lediglich 10 Minuten im kindgerechten Wartezimmer. Nicht nur die Ärztinnen waren total kompetent, sehr einfühlsam mit dem Kind und haben alles erklärt, auch die Schwestern waren zuvorkommend, freundlich. Fr Dr Hommerich selbst hat lediglich nachkontrolliert und einen neuen Termin zur Kontrolle mit weiteren Tests in einem halben jahr angeordnet. Sie war freundlich, aber im Stress, die Praxis war schließlich voll. Der Gesamteindruck war seeeeehr positiv und ich habe mich in guten Händen gefühlt!","Das Wartezimmer ist immer voll, aber dennoch kommen wir mit beiden Kindern innerhalb maximal 1h Wartezeit zur Ortoptistin rein. Dort werden Sehtest durchgeführt und Augendruck gemessen, da familiär bedingt Grüner Star gehäuft auftritt. Schon ab dem En,mpfangsbereich wird uns grundsätzlich freundlich gegenübergetreten. Die Ortoptistin, deren Namen ich mir übrigens einfach nicht merken kann ; , ist super lieb zu den Kids und führt ihre Untersuchung rasch durch, ohne inkompetenz auszustrahlen. Fr Dr Hommerich selbst ist immer nur kurz zum Schluss dabei, aufgrund ihrer Erfahrung, so schätze ich, sind Ihre Untersuchungen ebenfalls kurz und schmerzlos. Auf Fragen bekommen wir immer eine Antwort, es wird sich bei dem Betrieb in der Praxis verheältnismäßig viel Zeit genommen. Wir fühlen uns wohl und können diese Praxis weiterempfehlen. Übrigens reisen wir ca 1 12 h an, das ist es uns wert.br  br  Die Praxis wurde uns vom Glaukom Spezialisten empfohlen, um unseren Sohn zur Glaukomkontrolle zu schicken. In unserer Familie ist das leider erblich bedingt und fürs Kind gibts einfach nur das beste. Da wird dann ein 1 12 stündiger Weg nach Berlin West auf Sich genommen. Die Anbindung der Praxis an die öffentlichen Verkehrsmittel ist hervorragend, die Praxis ist angenehm kühlwarm und die Organisation sehr gut durchdacht. Ich verbrachte lediglich 10 Minuten im kindgerechten Wartezimmer. Nicht nur die Ärztinnen waren total kompetent, sehr einfühlsam mit dem Kind und haben alles erklärt, auch die Schwestern waren zuvorkommend, freundlich. Fr Dr Hommerich selbst hat lediglich nachkontrolliert und einen neuen Termin zur Kontrolle mit weiteren Tests in einem halben jahr angeordnet. Sie war freundlich, aber im Stress, die Praxis war schließlich voll. Der Gesamteindruck war seeeeehr positiv und ich habe mich in guten Händen gefühlt!",wartezimmer immer voll dennoch kommen beiden kindern innerhalb maximal wartezeit ortoptistin rein sehtest durchgeführt augendruck gemessen familiär bedingt grüner star gehäuft auftritt schon mpfangsbereich grundsätzlich freundlich gegenübergetreten ortoptistin deren namen übrigens einfach merken super lieb kids führt untersuchung rasch inkompetenz auszustrahlen hommerich immer kurz schluss dabei aufgrund erfahrung schätze untersuchungen ebenfalls kurz schmerzlos fragen bekommen immer antwort betrieb verheältnismäßig zeit genommen fühlen wohl weiterempfehlen übrigens reisen wert.br wurde glaukom spezialisten empfohlen sohn glaukomkontrolle schicken unserer familie leider erblich bedingt fürs kind gibts einfach beste stündiger berlin west genommen anbindung öffentlichen verkehrsmittel hervorragend angenehm kühlwarm organisation gut durchdacht verbrachte lediglich minuten kindgerechten wartezimmer ärztinnen total kompetent einfühlsam kind erklärt schwestern zuvorkommend freundlich hommerich lediglich nachkontrolliert neuen kontrolle weiteren tests halben jahr angeordnet freundlich stress schließlich voll gesamteindruck seeeeehr positiv guten händen gefühlt,de,de,0.8333333333333333
"Eine Magen- und Darmspiegelung sind sicherlich keine angenehmen Untersuchungen! Eigentlich schiebt man es immer weiter raus und hofft drum herum zu kommen! Dies passiert aber definitiv nicht und mittlerweile sollte jeder wissen wie wichtig gerade diese Vorsorgeuntersuchungen sind!<br />
Diese Praxis ist wirklich herausragend! Sowohl das Praxisteam als auch die Ärzte ( wobei ich nur Herrn Neuber kennengelernt  habe). Sie sind alle super freundlich, einfühlsam, nehmen sich wirklich die notwendige Zeit und sind vor allem sehr kompetent. Man fühlt sich super aufgenommen, verstanden und man bekommt definitiv nichts unangenehmes dieser Untersuchung mit. Eine wirklich empfehlenswerte sehr schicke Praxis mit tatsächlich ""Wohlfühlcharakter""! Auf einen Termin muss man lange warten (ist ja leider mittlerweile Standard), was sich aber in jedem Fall lohnt! SUPER PRAXIS!","Eine Magen- und Darmspiegelung sind sicherlich keine angenehmen Untersuchungen! Eigentlich schiebt man es immer weiter raus und hofft drum herum zu kommen! Dies passiert aber definitiv nicht und mittlerweile sollte jeder wissen wie wichtig gerade diese Vorsorgeuntersuchungen sind!br  Diese Praxis ist wirklich herausragend! Sowohl das Praxisteam als auch die Ärzte  wobei ich nur Herrn Neuber kennengelernt habe. Sie sind alle super freundlich, einfühlsam, nehmen sich wirklich die notwendige Zeit und sind vor allem sehr kompetent. Man fühlt sich super aufgenommen, verstanden und man bekommt definitiv nichts unangenehmes dieser Untersuchung mit. Eine wirklich empfehlenswerte sehr schicke Praxis mit tatsächlich Wohlfühlcharakter! Auf einen Termin muss man lange warten ist ja leider mittlerweile Standard, was sich aber in jedem Fall lohnt! [ID] [ID]!","Eine Magen- und Darmspiegelung sind sicherlich keine angenehmen Untersuchungen! Eigentlich schiebt man es immer weiter raus und hofft drum herum zu kommen! Dies passiert aber definitiv nicht und mittlerweile sollte jeder wissen wie wichtig gerade diese Vorsorgeuntersuchungen sind!br  Diese Praxis ist wirklich herausragend! Sowohl das Praxisteam als auch die Ärzte  wobei ich nur Herrn Neuber kennengelernt habe. Sie sind alle super freundlich, einfühlsam, nehmen sich wirklich die notwendige Zeit und sind vor allem sehr kompetent. Man fühlt sich super aufgenommen, verstanden und man bekommt definitiv nichts unangenehmes dieser Untersuchung mit. Eine wirklich empfehlenswerte sehr schicke Praxis mit tatsächlich Wohlfühlcharakter! Auf einen Termin muss man lange warten ist ja leider mittlerweile Standard, was sich aber in jedem Fall lohnt! [ID] [ID]!",magen- darmspiegelung sicherlich angenehmen untersuchungen eigentlich schiebt immer raus hofft drum herum kommen passiert definitiv mittlerweile wissen wichtig gerade vorsorgeuntersuchungen wirklich herausragend sowohl praxisteam ärzte wobei herrn neuber kennengelernt super freundlich einfühlsam nehmen wirklich notwendige zeit kompetent fühlt super aufgenommen verstanden bekommt definitiv unangenehmes untersuchung wirklich empfehlenswerte schicke tatsächlich wohlfühlcharakter lange warten leider mittlerweile standard fall lohnt,de,de,0.8333333333333333
"Über 20 Jahren beim Doktor Patient. Bedaure mein Wechsel aber die Anreise mit PKW aus dem Augsburgerraum wird zu umständlich, zumal man ja auch älter wird (69)","Über 20 Jahren beim Doktor Patient. Bedaure mein Wechsel aber die Anreise mit PKW aus dem Augsburgerraum wird zu umständlich, zumal man ja auch älter wird 69","Über 20 Jahren beim Doktor Patient. Bedaure mein Wechsel aber die Anreise mit PKW aus dem Augsburgerraum wird zu umständlich, zumal man ja auch älter wird 69",jahren beim bedaure wechsel anreise pkw augsburgerraum umständlich zumal älter,de,de,0.8333333333333333
"Sehr freundlich und kompetent, ebenso das Praxisteam","Sehr freundlich und kompetent, ebenso das Praxisteam","Sehr freundlich und kompetent, ebenso das Praxisteam",freundlich kompetent ebenso praxisteam,de,de,0.8333333333333333
"Hallo. Ich will nur sagen, dass Dr. Ghafur einfach ein richtig guter Artz!!!!! ich habe mich bei ihm beschneiden lassen und bin einfach mega zufrieden!!!! Den Termin sehr schnell bekommen, die Beratung war kompetent und ausführlich, die Op sehr angenehm und schmerzfrei, der Heilungsverlauf war absolut aber wirklich absolut schmerzfrei und unkomliziert. Schon nach 3 Monaten war alles top verheilt und sah sehr gut aus. Die Narber ist total gerade und schön zugeheilt.  Läute geht zu diesem Artz und ihr seid gut und sicher aufgehoben!!!! Kann nur die beste Note geben in allen Punkten!!!!","Hallo. Ich will nur sagen, dass Dr. Ghafur einfach ein richtig guter Artz!!!!! ich habe mich bei ihm beschneiden lassen und bin einfach mega zufrieden!!!! Den Termin sehr schnell bekommen, die Beratung war kompetent und ausführlich, die Op sehr angenehm und schmerzfrei, der Heilungsverlauf war absolut aber wirklich absolut schmerzfrei und unkomliziert. Schon nach 3 Monaten war alles top verheilt und sah sehr gut aus. Die Narber ist total gerade und schön zugeheilt. Läute geht zu diesem Artz und ihr seid gut und sicher aufgehoben!!!! Kann nur die beste Note geben in allen Punkten!!!!","Hallo. Ich will nur sagen, dass Dr. Ghafur einfach ein richtig guter Artz!!!!! ich habe mich bei ihm beschneiden lassen und bin einfach mega zufrieden!!!! Den Termin sehr schnell bekommen, die Beratung war kompetent und ausführlich, die Op sehr angenehm und schmerzfrei, der Heilungsverlauf war absolut aber wirklich absolut schmerzfrei und unkomliziert. Schon nach 3 Monaten war alles top verheilt und sah sehr gut aus. Die Narber ist total gerade und schön zugeheilt. Läute geht zu diesem Artz und ihr seid gut und sicher aufgehoben!!!! Kann nur die beste Note geben in allen Punkten!!!!",hallo sagen dr. ghafur einfach richtig guter artz beschneiden lassen einfach mega zufrieden schnell bekommen beratung kompetent ausführlich angenehm schmerzfrei heilungsverlauf absolut wirklich absolut schmerzfrei unkomliziert schon monaten top verheilt sah gut narber total gerade schön zugeheilt läute geht artz seid gut sicher aufgehoben beste note geben punkten,de,de,0.8333333333333333
"Beim einsetzten einer Spirale, wurden mir meine  enormen Ängste bereits im Vorraus genommen!! Ich wurde ausführlich, freundlich und vertrauenvoll  aufgeklärt. Die Behandlung an sich lief sehr gut und behutsam ab. Genauso die Nachsorge und Betreuung im Anschluss. Alles in allem ein super Team !! Bin sehr zufrieden!! Hier bleibe ich und kann nur immer wieder weiter empfehlen.","Beim einsetzten einer Spirale, wurden mir meine enormen Ängste bereits im Vorraus genommen!! Ich wurde ausführlich, freundlich und vertrauenvoll aufgeklärt. Die Behandlung an sich lief sehr gut und behutsam ab. Genauso die Nachsorge und Betreuung im Anschluss. Alles in allem ein super Team !! Bin sehr zufrieden!! Hier bleibe ich und kann nur immer wieder weiter empfehlen.","Beim einsetzten einer Spirale, wurden mir meine enormen Ängste bereits im Vorraus genommen!! Ich wurde ausführlich, freundlich und vertrauenvoll aufgeklärt. Die Behandlung an sich lief sehr gut und behutsam ab. Genauso die Nachsorge und Betreuung im Anschluss. Alles in allem ein super Team !! Bin sehr zufrieden!! Hier bleibe ich und kann nur immer wieder weiter empfehlen.",beim einsetzten spirale wurden enormen ängste bereits vorraus genommen wurde ausführlich freundlich vertrauenvoll aufgeklärt behandlung lief gut behutsam genauso nachsorge betreuung anschluss super team zufrieden bleibe immer empfehlen,de,de,0.8333333333333333
"eine schnelle und unkomplizierte terminvergabe, eine ausgesprochen kompetente und nette ärztin, die sich viel zeit nimmt, zuhört und berät, eine angenehme atmosphäre in der praxis in haidhausen und dank eines hervorragenden ärztlichen netzwerks von frau dr. kress-mahr auch noch hilfe in weiteren medizinischen fragen - so muss es sein!","eine schnelle und unkomplizierte terminvergabe, eine ausgesprochen kompetente und nette ärztin, die sich viel zeit nimmt, zuhört und berät, eine angenehme atmosphäre in der praxis in haidhausen und dank eines hervorragenden ärztlichen netzwerks von frau dr. kress-mahr auch noch hilfe in weiteren medizinischen fragen - so muss es sein!","eine schnelle und unkomplizierte terminvergabe, eine ausgesprochen kompetente und nette ärztin, die sich viel zeit nimmt, zuhört und berät, eine angenehme atmosphäre in der praxis in haidhausen und dank eines hervorragenden ärztlichen netzwerks von frau dr. kress-mahr auch noch hilfe in weiteren medizinischen fragen - so muss es sein!",schnelle unkomplizierte terminvergabe ausgesprochen kompetente nette zeit nimmt zuhört berät angenehme atmosphäre haidhausen dank hervorragenden ärztlichen netzwerks dr. kress-mahr hilfe weiteren medizinischen fragen,de,de,0.8333333333333333
"Dr. Wegner hat sich viel Zeit genommen und mir alles ausführlich erklärt und gezeigt. Durch seine ruhige, einfühlsame Art nahm er mir viele Ängste. Ich habe mich sehr gut aufgehoben gefühlt und empfehle den Arzt und das komplette, sehr nette Team gern weiter.","Dr. Wegner hat sich viel Zeit genommen und mir alles ausführlich erklärt und gezeigt. Durch seine ruhige, einfühlsame Art nahm er mir viele Ängste. Ich habe mich sehr gut aufgehoben gefühlt und empfehle den Arzt und das komplette, sehr nette Team gern weiter.","Dr. Wegner hat sich viel Zeit genommen und mir alles ausführlich erklärt und gezeigt. Durch seine ruhige, einfühlsame Art nahm er mir viele Ängste. Ich habe mich sehr gut aufgehoben gefühlt und empfehle den Arzt und das komplette, sehr nette Team gern weiter.",dr. wegner zeit genommen ausführlich erklärt gezeigt ruhige einfühlsame art nahm viele ängste gut aufgehoben gefühlt empfehle komplette nette team gern,de,de,0.8333333333333333
Über Jahre offensichtlich. Immer mit dem Herzen und Können dabei.,Über Jahre offensichtlich. Immer mit dem Herzen und Können dabei.,Über Jahre offensichtlich. Immer mit dem Herzen und Können dabei.,jahre offensichtlich immer herzen dabei,de,de,0.8333333333333333
"Bin schon 2 Jahre dort als Patient.<br />
Der neue Doc ist um einiges kompetenter!",Bin schon 2 Jahre dort als Patient.br  Der neue Doc ist um einiges kompetenter!,Bin schon 2 Jahre dort als Patient.br  Der neue Doc ist um einiges kompetenter!,schon jahre patient.br neue doc kompetenter,de,de,0.8333333333333333
"Wurde noch nie so freundlich und nett behandelt. Kaum Wartezeiten, alles sehr termintreu und das Helferinnenteam ist auch sehr nett. Kann ich nur weit empfehlen.","Wurde noch nie so freundlich und nett behandelt. Kaum Wartezeiten, alles sehr termintreu und das Helferinnenteam ist auch sehr nett. Kann ich nur weit empfehlen.","Wurde noch nie so freundlich und nett behandelt. Kaum Wartezeiten, alles sehr termintreu und das Helferinnenteam ist auch sehr nett. Kann ich nur weit empfehlen.",wurde nie freundlich nett behandelt kaum wartezeiten termintreu helferinnenteam nett weit empfehlen,de,de,0.8333333333333333
Fühle mich sehr gut aufgehoben.,Fühle mich sehr gut aufgehoben.,Fühle mich sehr gut aufgehoben.,fühle gut aufgehoben,de,de,0.8333333333333333
"Alles 1a, wie man es sich bei einem Arztbesuch wünscht. Nur die Sprechstundenhilfe wirkte etwas humorlos.","Alles 1a, wie man es sich bei einem Arztbesuch wünscht. Nur die Sprechstundenhilfe wirkte etwas humorlos.","Alles 1a, wie man es sich bei einem Arztbesuch wünscht. Nur die Sprechstundenhilfe wirkte etwas humorlos.",arztbesuch wünscht sprechstundenhilfe wirkte humorlos,de,de,0.8333333333333333
"Freundliche und kurzfristige Terminvereinbarung, keine Wartezeit,","Freundliche und kurzfristige Terminvereinbarung, keine Wartezeit,","Freundliche und kurzfristige Terminvereinbarung, keine Wartezeit,",freundliche kurzfristige terminvereinbarung wartezeit,de,de,0.8333333333333333
"Frau Dyckow ist eine fachlich versierte Diagnostikerin, die sehr persönlich und äußerst liebesnwürdig auf die Belange des Patienten eingeht. Im Bedarfsfall erhält man auch einen Termin über das Sprechstundenende hinaus. Sie begleitet mit Sorgfalt und Einfühlungsvermögen den Patienten während seiner Beschwerden. Sie kann auffallend gut mit Kindern umgehen. Ihre Nachsorge ist sehr fürsorglich und ärztlich fundiert.","Frau Dyckow ist eine fachlich versierte Diagnostikerin, die sehr persönlich und äußerst liebesnwürdig auf die Belange des Patienten eingeht. Im Bedarfsfall erhält man auch einen Termin über das Sprechstundenende hinaus. Sie begleitet mit Sorgfalt und Einfühlungsvermögen den Patienten während seiner Beschwerden. Sie kann auffallend gut mit Kindern umgehen. Ihre Nachsorge ist sehr fürsorglich und ärztlich fundiert.","Frau Dyckow ist eine fachlich versierte Diagnostikerin, die sehr persönlich und äußerst liebesnwürdig auf die Belange des Patienten eingeht. Im Bedarfsfall erhält man auch einen Termin über das Sprechstundenende hinaus. Sie begleitet mit Sorgfalt und Einfühlungsvermögen den Patienten während seiner Beschwerden. Sie kann auffallend gut mit Kindern umgehen. Ihre Nachsorge ist sehr fürsorglich und ärztlich fundiert.",dyckow fachlich versierte diagnostikerin persönlich äußerst liebesnwürdig belange patienten eingeht bedarfsfall erhält sprechstundenende hinaus begleitet sorgfalt einfühlungsvermögen patienten beschwerden auffallend gut kindern umgehen nachsorge fürsorglich ärztlich fundiert,de,de,0.8333333333333333
"Ich bin eigentlich Patientin bei Frau Dr. Lammel in der gleichen Praxisgemeinschaft und hatte aber nach meiner Nebenhölenoperation sowie auch jetzt bei meinem ersten Hörsturz das Vergnügen auf Herr Dr. Steffens zu treffen. <br />
Herr Steffens strahlt eine angenehme Ruhe aus, hört sich geduldig meine Sorgen an und behandelt ebenso gut wie seine Kollegin kompetent und fachkundig. Ich bin sehr Dankbar wie gut die Zusammenarbeit in dieser Praxis funktioniert. Schwestern und Ärzte arbeiten Hand in Hand und sind immer um das Wohl ihrer Patienten bemüht. Lieben Dank an so ein tolles Team!","Ich bin eigentlich Patientin bei Frau Dr. Lammel in der gleichen Praxisgemeinschaft und hatte aber nach meiner Nebenhölenoperation sowie auch jetzt bei meinem ersten Hörsturz das Vergnügen auf Herr Dr. Steffens zu treffen. br  Herr Steffens strahlt eine angenehme Ruhe aus, hört sich geduldig meine Sorgen an und behandelt ebenso gut wie seine Kollegin kompetent und fachkundig. Ich bin sehr Dankbar wie gut die Zusammenarbeit in dieser Praxis funktioniert. Schwestern und Ärzte arbeiten Hand in Hand und sind immer um das Wohl ihrer Patienten bemüht. Lieben Dank an so ein tolles Team!","Ich bin eigentlich Patientin bei Frau Dr. Lammel in der gleichen Praxisgemeinschaft und hatte aber nach meiner Nebenhölenoperation sowie auch jetzt bei meinem ersten Hörsturz das Vergnügen auf Herr Dr. Steffens zu treffen. br  Herr Steffens strahlt eine angenehme Ruhe aus, hört sich geduldig meine Sorgen an und behandelt ebenso gut wie seine Kollegin kompetent und fachkundig. Ich bin sehr Dankbar wie gut die Zusammenarbeit in dieser Praxis funktioniert. Schwestern und Ärzte arbeiten Hand in Hand und sind immer um das Wohl ihrer Patienten bemüht. Lieben Dank an so ein tolles Team!",eigentlich dr. lammel gleichen praxisgemeinschaft nebenhölenoperation sowie ersten hörsturz vergnügen dr. steffens treffen steffens strahlt angenehme ruhe hört geduldig sorgen behandelt ebenso gut kollegin kompetent fachkundig dankbar gut zusammenarbeit funktioniert schwestern ärzte arbeiten hand hand immer wohl patienten bemüht lieben dank tolles team,de,de,0.8333333333333333
"Ich und mein Sohn sind  Patienten  beim  Dr.Fleischmann . <br />
Er ist kompetent, freundlich  und klärt gut auf. <br />
Ich bin sehr zufrieden , da er  auch Erfahrung im Umgang mit  Kindern hat.<br />
Kann  den Arzt nur weiter empfehlen!!!!","Ich und mein Sohn sind Patienten beim Dr.Fleischmann . br  Er ist kompetent, freundlich und klärt gut auf. br  Ich bin sehr zufrieden , da er auch Erfahrung im Umgang mit Kindern hat.br  Kann den Arzt nur weiter empfehlen!!!!","Ich und mein Sohn sind Patienten beim Dr.Fleischmann . br  Er ist kompetent, freundlich und klärt gut auf. br  Ich bin sehr zufrieden , da er auch Erfahrung im Umgang mit Kindern hat.br  Kann den Arzt nur weiter empfehlen!!!!",sohn patienten beim dr.fleischmann kompetent freundlich klärt gut zufrieden erfahrung umgang kindern hat.br empfehlen,de,de,0.8333333333333333
Sehr netter und kompetenter Arzt. Freundliche Mitarbeiter und saubere Praxis.,Sehr netter und kompetenter Arzt. Freundliche Mitarbeiter und saubere Praxis.,Sehr netter und kompetenter Arzt. Freundliche Mitarbeiter und saubere Praxis.,netter kompetenter freundliche mitarbeiter saubere,de,de,0.8333333333333333
"Ich fühle mich sehr gut aufgehoben und immer gut beraten, auch bei schwierigen Fragen. Die Ärztin nimmt sich Zeit und versetzt sich in die Lage der Patientin. Super Behandlung, gut abgewägt, was gemacht werden muss. Das beste Resultat, welches ich mir erhoffen konnte! Sehr professionell und sensationell auf ihrem Gebiet.","Ich fühle mich sehr gut aufgehoben und immer gut beraten, auch bei schwierigen Fragen. Die Ärztin nimmt sich Zeit und versetzt sich in die Lage der Patientin. Super Behandlung, gut abgewägt, was gemacht werden muss. Das beste Resultat, welches ich mir erhoffen konnte! Sehr professionell und sensationell auf ihrem Gebiet.","Ich fühle mich sehr gut aufgehoben und immer gut beraten, auch bei schwierigen Fragen. Die Ärztin nimmt sich Zeit und versetzt sich in die Lage der Patientin. Super Behandlung, gut abgewägt, was gemacht werden muss. Das beste Resultat, welches ich mir erhoffen konnte! Sehr professionell und sensationell auf ihrem Gebiet.",fühle gut aufgehoben immer gut beraten schwierigen fragen nimmt zeit versetzt lage super behandlung gut abgewägt gemacht beste resultat erhoffen konnte professionell sensationell gebiet,de,de,0.8333333333333333
